algorithm,text_1,text_2,text_1_size,text_2_size,time,space
dpopt,gift_of_the_magi,raven,250,290,1318320,5292032
memo,gift_of_the_magi,raven,250,300,40637633,13414400
dp,gift_of_the_magi,raven,250,300,1752630,5619712
dpopt,gift_of_the_magi,raven,250,300,1408265,5292032
memo,gift_of_the_magi,raven,260,10,1175862,5681152
dp,gift_of_the_magi,raven,260,10,129210,5292032
dpopt,gift_of_the_magi,raven,260,10,235632,5292032
memo,gift_of_the_magi,raven,260,20,2064240,5816320
dp,gift_of_the_magi,raven,260,20,172943,5296128
dpopt,gift_of_the_magi,raven,260,20,276183,5296128
memo,gift_of_the_magi,raven,260,30,3025011,5947392
dp,gift_of_the_magi,raven,260,30,241187,5296128
dpopt,gift_of_the_magi,raven,260,30,300901,5296128
memo,gift_of_the_magi,raven,260,40,5741529,6209536
dp,gift_of_the_magi,raven,260,40,394713,5296128
dpopt,gift_of_the_magi,raven,260,40,356393,5296128
memo,gift_of_the_magi,raven,260,50,6636924,6471680
dp,gift_of_the_magi,raven,260,50,408094,5296128
dpopt,gift_of_the_magi,raven,260,50,395082,5296128
memo,gift_of_the_magi,raven,260,60,7462657,6602752
dp,gift_of_the_magi,raven,260,60,464666,5296128
dpopt,gift_of_the_magi,raven,260,60,393923,5296128
memo,gift_of_the_magi,raven,260,70,9372107,6995968
dp,gift_of_the_magi,raven,260,70,512188,5296128
dpopt,gift_of_the_magi,raven,260,70,450656,5296128
memo,gift_of_the_magi,raven,260,80,10603330,7258112
dp,gift_of_the_magi,raven,260,80,541667,5296128
dpopt,gift_of_the_magi,raven,260,80,522231,5296128
memo,gift_of_the_magi,raven,260,90,11034739,7389184
dp,gift_of_the_magi,raven,260,90,630340,5361664
dpopt,gift_of_the_magi,raven,260,90,574270,5296128
memo,gift_of_the_magi,raven,260,100,12715200,7655424
dp,gift_of_the_magi,raven,260,100,631902,5365760
dpopt,gift_of_the_magi,raven,260,100,555431,5300224
memo,gift_of_the_magi,raven,260,110,13824387,7917568
dp,gift_of_the_magi,raven,260,110,750188,5365760
dpopt,gift_of_the_magi,raven,260,110,596026,5300224
memo,gift_of_the_magi,raven,260,120,15397695,8179712
dp,gift_of_the_magi,raven,260,120,809452,5496832
dpopt,gift_of_the_magi,raven,260,120,694312,5300224
memo,gift_of_the_magi,raven,260,130,17928688,8572928
dp,gift_of_the_magi,raven,260,130,853419,5496832
dpopt,gift_of_the_magi,raven,260,130,674988,5300224
memo,gift_of_the_magi,raven,260,140,19162612,8835072
dp,gift_of_the_magi,raven,260,140,917741,5496832
dpopt,gift_of_the_magi,raven,260,140,760497,5300224
memo,gift_of_the_magi,raven,260,150,20176826,9097216
dp,gift_of_the_magi,raven,260,150,984079,5496832
dpopt,gift_of_the_magi,raven,260,150,819068,5300224
memo,gift_of_the_magi,raven,260,160,21415111,9490432
dp,gift_of_the_magi,raven,260,160,1030671,5496832
dpopt,gift_of_the_magi,raven,260,160,864425,5300224
memo,gift_of_the_magi,raven,260,170,22742584,9621504
dp,gift_of_the_magi,raven,260,170,1093388,5496832
dpopt,gift_of_the_magi,raven,260,170,838503,5300224
memo,gift_of_the_magi,raven,260,180,23621645,9883648
dp,gift_of_the_magi,raven,260,180,1198998,5496832
dpopt,gift_of_the_magi,raven,260,180,930001,5300224
memo,gift_of_the_magi,raven,260,190,25654513,10276864
dp,gift_of_the_magi,raven,260,190,1183187,5496832
dpopt,gift_of_the_magi,raven,260,190,983367,5300224
memo,gift_of_the_magi,raven,260,200,26565644,10670080
dp,gift_of_the_magi,raven,260,200,1238715,5496832
dpopt,gift_of_the_magi,raven,260,200,988886,5300224
memo,gift_of_the_magi,raven,260,210,27114961,10805248
dp,gift_of_the_magi,raven,260,210,1292483,5500928
dpopt,gift_of_the_magi,raven,260,210,1065800,5304320
memo,gift_of_the_magi,raven,260,220,28472141,11198464
dp,gift_of_the_magi,raven,260,220,1350716,5500928
dpopt,gift_of_the_magi,raven,260,220,1086107,5304320
memo,gift_of_the_magi,raven,260,230,30149155,11460608
dp,gift_of_the_magi,raven,260,230,1383335,5500928
dpopt,gift_of_the_magi,raven,260,230,1081292,5304320
memo,gift_of_the_magi,raven,260,240,29894969,11722752
dp,gift_of_the_magi,raven,260,240,1438521,5632000
dpopt,gift_of_the_magi,raven,260,240,1149440,5304320
memo,gift_of_the_magi,raven,260,250,32458406,12115968
dp,gift_of_the_magi,raven,260,250,1536363,5632000
dpopt,gift_of_the_magi,raven,260,250,1183247,5304320
memo,gift_of_the_magi,raven,260,260,35813826,12509184
dp,gift_of_the_magi,raven,260,260,1557754,5632000
dpopt,gift_of_the_magi,raven,260,260,1198337,5304320
memo,gift_of_the_magi,raven,260,270,36555303,12640256
dp,gift_of_the_magi,raven,260,270,1643844,5632000
dpopt,gift_of_the_magi,raven,260,270,1330007,5304320
memo,gift_of_the_magi,raven,260,280,38658499,13164544
dp,gift_of_the_magi,raven,260,280,1646595,5632000
dpopt,gift_of_the_magi,raven,260,280,1404684,5304320
memo,gift_of_the_magi,raven,260,290,38593908,13426688
dp,gift_of_the_magi,raven,260,290,1704869,5632000
dpopt,gift_of_the_magi,raven,260,290,1331380,5304320
memo,gift_of_the_magi,raven,260,300,39439610,13819904
dp,gift_of_the_magi,raven,260,300,1994754,5632000
dpopt,gift_of_the_magi,raven,260,300,1399220,5304320
memo,gift_of_the_magi,raven,270,10,1202827,5697536
dp,gift_of_the_magi,raven,270,10,127318,5308416
dpopt,gift_of_the_magi,raven,270,10,321684,5308416
memo,gift_of_the_magi,raven,270,20,2128734,5828608
dp,gift_of_the_magi,raven,270,20,178159,5308416
dpopt,gift_of_the_magi,raven,270,20,219834,5308416
memo,gift_of_the_magi,raven,270,30,3155304,5959680
dp,gift_of_the_magi,raven,270,30,278250,5308416
dpopt,gift_of_the_magi,raven,270,30,274549,5308416
memo,gift_of_the_magi,raven,270,40,6718223,6221824
dp,gift_of_the_magi,raven,270,40,339757,5308416
dpopt,gift_of_the_magi,raven,270,40,371043,5308416
memo,gift_of_the_magi,raven,270,50,6628503,6483968
dp,gift_of_the_magi,raven,270,50,428250,5308416
dpopt,gift_of_the_magi,raven,270,50,499656,5308416
memo,gift_of_the_magi,raven,270,60,7571091,6746112
dp,gift_of_the_magi,raven,270,60,483485,5308416
dpopt,gift_of_the_magi,raven,270,60,451180,5308416
memo,gift_of_the_magi,raven,270,70,9593385,7008256
dp,gift_of_the_magi,raven,270,70,478566,5308416
dpopt,gift_of_the_magi,raven,270,70,445808,5308416
memo,gift_of_the_magi,raven,270,80,11082394,7270400
dp,gift_of_the_magi,raven,270,80,597472,5308416
dpopt,gift_of_the_magi,raven,270,80,548805,5308416
memo,gift_of_the_magi,raven,270,90,12056978,7401472
dp,gift_of_the_magi,raven,270,90,680863,5373952
dpopt,gift_of_the_magi,raven,270,90,593459,5308416
memo,gift_of_the_magi,raven,270,100,13676125,7794688
dp,gift_of_the_magi,raven,270,100,741950,5373952
dpopt,gift_of_the_magi,raven,270,100,642043,5308416
memo,gift_of_the_magi,raven,270,110,14928575,8056832
dp,gift_of_the_magi,raven,270,110,795624,5505024
dpopt,gift_of_the_magi,raven,270,110,687855,5308416
memo,gift_of_the_magi,raven,270,120,16535776,8323072
dp,gift_of_the_magi,raven,270,120,856851,5509120
dpopt,gift_of_the_magi,raven,270,120,742091,5312512
memo,gift_of_the_magi,raven,270,130,19429045,8716288
dp,gift_of_the_magi,raven,270,130,931326,5509120
dpopt,gift_of_the_magi,raven,270,130,780377,5312512
memo,gift_of_the_magi,raven,270,140,20708790,8978432
dp,gift_of_the_magi,raven,270,140,991729,5509120
dpopt,gift_of_the_magi,raven,270,140,818805,5312512
memo,gift_of_the_magi,raven,270,150,21195489,9244672
dp,gift_of_the_magi,raven,270,150,1004371,5513216
dpopt,gift_of_the_magi,raven,270,150,842256,5316608
memo,gift_of_the_magi,raven,270,160,22101446,9637888
dp,gift_of_the_magi,raven,270,160,1020846,5513216
dpopt,gift_of_the_magi,raven,270,160,837054,5316608
memo,gift_of_the_magi,raven,270,170,24498589,9768960
dp,gift_of_the_magi,raven,270,170,1111989,5513216
dpopt,gift_of_the_magi,raven,270,170,964588,5316608
memo,gift_of_the_magi,raven,270,180,24775913,10162176
dp,gift_of_the_magi,raven,270,180,1121080,5513216
dpopt,gift_of_the_magi,raven,270,180,959942,5316608
memo,gift_of_the_magi,raven,270,190,27194788,10555392
dp,gift_of_the_magi,raven,270,190,1281140,5513216
dpopt,gift_of_the_magi,raven,270,190,1022347,5316608
memo,gift_of_the_magi,raven,270,200,27521097,10817536
dp,gift_of_the_magi,raven,270,200,1222202,5513216
dpopt,gift_of_the_magi,raven,270,200,998406,5316608
memo,gift_of_the_magi,raven,270,210,27642089,11079680
dp,gift_of_the_magi,raven,270,210,1310239,5513216
dpopt,gift_of_the_magi,raven,270,210,1044007,5316608
memo,gift_of_the_magi,raven,270,220,29879603,11472896
dp,gift_of_the_magi,raven,270,220,1432820,5513216
dpopt,gift_of_the_magi,raven,270,220,1146095,5316608
memo,gift_of_the_magi,raven,270,230,30369466,11739136
dp,gift_of_the_magi,raven,270,230,1433169,5648384
dpopt,gift_of_the_magi,raven,270,230,1135542,5320704
memo,gift_of_the_magi,raven,270,240,32415856,12132352
dp,gift_of_the_magi,raven,270,240,1473713,5648384
dpopt,gift_of_the_magi,raven,270,240,1177078,5320704
memo,gift_of_the_magi,raven,270,250,33155451,12525568
dp,gift_of_the_magi,raven,270,250,1516737,5648384
dpopt,gift_of_the_magi,raven,270,250,1206543,5320704
memo,gift_of_the_magi,raven,270,260,36394168,12787712
dp,gift_of_the_magi,raven,270,260,1893293,5648384
dpopt,gift_of_the_magi,raven,270,260,1497986,5320704
memo,gift_of_the_magi,raven,270,270,38473318,13049856
dp,gift_of_the_magi,raven,270,270,1650619,5648384
dpopt,gift_of_the_magi,raven,270,270,1390509,5320704
memo,gift_of_the_magi,raven,270,280,40133362,13443072
dp,gift_of_the_magi,raven,270,280,1709995,5648384
dpopt,gift_of_the_magi,raven,270,280,1383882,5320704
memo,gift_of_the_magi,raven,270,290,40430772,13836288
dp,gift_of_the_magi,raven,270,290,1894159,5648384
dpopt,gift_of_the_magi,raven,270,290,1453952,5320704
memo,gift_of_the_magi,raven,270,300,41559852,14229504
dp,gift_of_the_magi,raven,270,300,1882896,5648384
dpopt,gift_of_the_magi,raven,270,300,1437656,5320704
memo,gift_of_the_magi,raven,280,10,1197271,5709824
dp,gift_of_the_magi,raven,280,10,136482,5320704
dpopt,gift_of_the_magi,raven,280,10,184692,5320704
memo,gift_of_the_magi,raven,280,20,2294978,5840896
dp,gift_of_the_magi,raven,280,20,210271,5320704
dpopt,gift_of_the_magi,raven,280,20,303375,5320704
memo,gift_of_the_magi,raven,280,30,3359051,5976064
dp,gift_of_the_magi,raven,280,30,266856,5324800
dpopt,gift_of_the_magi,raven,280,30,284156,5324800
memo,gift_of_the_magi,raven,280,40,6663852,6369280
dp,gift_of_the_magi,raven,280,40,329458,5324800
dpopt,gift_of_the_magi,raven,280,40,368838,5324800
memo,gift_of_the_magi,raven,280,50,7097237,6500352
dp,gift_of_the_magi,raven,280,50,385710,5324800
dpopt,gift_of_the_magi,raven,280,50,386815,5324800
memo,gift_of_the_magi,raven,280,60,8104140,6762496
dp,gift_of_the_magi,raven,280,60,494483,5324800
dpopt,gift_of_the_magi,raven,280,60,465422,5324800
memo,gift_of_the_magi,raven,280,70,10326150,7024640
dp,gift_of_the_magi,raven,280,70,559385,5324800
dpopt,gift_of_the_magi,raven,280,70,523798,5324800
memo,gift_of_the_magi,raven,280,80,11652676,7417856
dp,gift_of_the_magi,raven,280,80,623433,5390336
dpopt,gift_of_the_magi,raven,280,80,525461,5324800
memo,gift_of_the_magi,raven,280,90,12401786,7548928
dp,gift_of_the_magi,raven,280,90,644771,5390336
dpopt,gift_of_the_magi,raven,280,90,566958,5324800
memo,gift_of_the_magi,raven,280,100,14019272,7942144
dp,gift_of_the_magi,raven,280,100,703901,5390336
dpopt,gift_of_the_magi,raven,280,100,623110,5324800
memo,gift_of_the_magi,raven,280,110,15086089,8204288
dp,gift_of_the_magi,raven,280,110,798026,5521408
dpopt,gift_of_the_magi,raven,280,110,663724,5324800
memo,gift_of_the_magi,raven,280,120,15511149,8335360
dp,gift_of_the_magi,raven,280,120,811719,5521408
dpopt,gift_of_the_magi,raven,280,120,646803,5324800
memo,gift_of_the_magi,raven,280,130,19100318,8859648
dp,gift_of_the_magi,raven,280,130,939666,5521408
dpopt,gift_of_the_magi,raven,280,130,801228,5324800
memo,gift_of_the_magi,raven,280,140,20753396,9125888
dp,gift_of_the_magi,raven,280,140,980317,5525504
dpopt,gift_of_the_magi,raven,280,140,834111,5328896
memo,gift_of_the_magi,raven,280,150,21616783,9388032
dp,gift_of_the_magi,raven,280,150,1031281,5525504
dpopt,gift_of_the_magi,raven,280,150,871950,5328896
memo,gift_of_the_magi,raven,280,160,23342564,9781248
dp,gift_of_the_magi,raven,280,160,1078699,5525504
dpopt,gift_of_the_magi,raven,280,160,903579,5328896
memo,gift_of_the_magi,raven,280,170,24258589,9912320
dp,gift_of_the_magi,raven,280,170,1107347,5525504
dpopt,gift_of_the_magi,raven,280,170,945569,5328896
memo,gift_of_the_magi,raven,280,180,25175437,10305536
dp,gift_of_the_magi,raven,280,180,1236960,5525504
dpopt,gift_of_the_magi,raven,280,180,1013678,5328896
memo,gift_of_the_magi,raven,280,190,27748586,10829824
dp,gift_of_the_magi,raven,280,190,1215684,5525504
dpopt,gift_of_the_magi,raven,280,190,990568,5328896
memo,gift_of_the_magi,raven,280,200,27789738,11091968
dp,gift_of_the_magi,raven,280,200,1346964,5525504
dpopt,gift_of_the_magi,raven,280,200,1115601,5328896
memo,gift_of_the_magi,raven,280,210,29783154,11354112
dp,gift_of_the_magi,raven,280,210,1413085,5525504
dpopt,gift_of_the_magi,raven,280,210,1076695,5328896
memo,gift_of_the_magi,raven,280,220,29862287,11747328
dp,gift_of_the_magi,raven,280,220,1377180,5656576
dpopt,gift_of_the_magi,raven,280,220,1119801,5328896
memo,gift_of_the_magi,raven,280,230,31033192,12009472
dp,gift_of_the_magi,raven,280,230,1504114,5656576
dpopt,gift_of_the_magi,raven,280,230,1186028,5328896
memo,gift_of_the_magi,raven,280,240,34413618,12402688
dp,gift_of_the_magi,raven,280,240,1562343,5656576
dpopt,gift_of_the_magi,raven,280,240,1296139,5328896
memo,gift_of_the_magi,raven,280,250,33585115,12800000
dp,gift_of_the_magi,raven,280,250,1628714,5660672
dpopt,gift_of_the_magi,raven,280,250,1289317,5332992
memo,gift_of_the_magi,raven,280,260,37222293,13193216
dp,gift_of_the_magi,raven,280,260,1744168,5660672
dpopt,gift_of_the_magi,raven,280,260,1450499,5332992
memo,gift_of_the_magi,raven,280,270,37650730,13455360
dp,gift_of_the_magi,raven,280,270,1717543,5660672
dpopt,gift_of_the_magi,raven,280,270,1326675,5332992
memo,gift_of_the_magi,raven,280,280,41553279,13852672
dp,gift_of_the_magi,raven,280,280,1803296,5664768
dpopt,gift_of_the_magi,raven,280,280,1369395,5337088
memo,gift_of_the_magi,raven,280,290,41575970,14245888
dp,gift_of_the_magi,raven,280,290,1858963,5664768
dpopt,gift_of_the_magi,raven,280,290,1408918,5337088
memo,gift_of_the_magi,raven,280,300,42354148,14639104
dp,gift_of_the_magi,raven,280,300,1908054,5664768
dpopt,gift_of_the_magi,raven,280,300,1455951,5337088
memo,gift_of_the_magi,raven,290,10,1234314,5726208
dp,gift_of_the_magi,raven,290,10,132622,5337088
dpopt,gift_of_the_magi,raven,290,10,196075,5337088
memo,gift_of_the_magi,raven,290,20,2212950,5857280
dp,gift_of_the_magi,raven,290,20,194920,5337088
dpopt,gift_of_the_magi,raven,290,20,313815,5337088
memo,gift_of_the_magi,raven,290,30,3409506,5988352
dp,gift_of_the_magi,raven,290,30,299322,5337088
dpopt,gift_of_the_magi,raven,290,30,292159,5337088
memo,gift_of_the_magi,raven,290,40,6796560,6381568
dp,gift_of_the_magi,raven,290,40,384564,5337088
dpopt,gift_of_the_magi,raven,290,40,379037,5337088
memo,gift_of_the_magi,raven,290,50,7216076,6647808
dp,gift_of_the_magi,raven,290,50,391959,5341184
dpopt,gift_of_the_magi,raven,290,50,380664,5341184
memo,gift_of_the_magi,raven,290,60,8324196,6909952
dp,gift_of_the_magi,raven,290,60,448695,5341184
dpopt,gift_of_the_magi,raven,290,60,434636,5341184
memo,gift_of_the_magi,raven,290,70,10352901,7172096
dp,gift_of_the_magi,raven,290,70,521752,5406720
dpopt,gift_of_the_magi,raven,290,70,470037,5341184
memo,gift_of_the_magi,raven,290,80,11654861,7434240
dp,gift_of_the_magi,raven,290,80,646185,5406720
dpopt,gift_of_the_magi,raven,290,80,584882,5341184
memo,gift_of_the_magi,raven,290,90,12825609,7696384
dp,gift_of_the_magi,raven,290,90,672785,5406720
dpopt,gift_of_the_magi,raven,290,90,628745,5341184
memo,gift_of_the_magi,raven,290,100,14294661,7958528
dp,gift_of_the_magi,raven,290,100,747429,5406720
dpopt,gift_of_the_magi,raven,290,100,660229,5341184
memo,gift_of_the_magi,raven,290,110,15421788,8351744
dp,gift_of_the_magi,raven,290,110,896504,5537792
dpopt,gift_of_the_magi,raven,290,110,720896,5341184
memo,gift_of_the_magi,raven,290,120,16904506,8482816
dp,gift_of_the_magi,raven,290,120,839421,5537792
dpopt,gift_of_the_magi,raven,290,120,719341,5341184
memo,gift_of_the_magi,raven,290,130,19165671,9007104
dp,gift_of_the_magi,raven,290,130,871659,5537792
dpopt,gift_of_the_magi,raven,290,130,775377,5341184
memo,gift_of_the_magi,raven,290,140,20495672,9269248
dp,gift_of_the_magi,raven,290,140,1003214,5537792
dpopt,gift_of_the_magi,raven,290,140,844032,5341184
memo,gift_of_the_magi,raven,290,150,22421927,9531392
dp,gift_of_the_magi,raven,290,150,1063473,5537792
dpopt,gift_of_the_magi,raven,290,150,900533,5341184
memo,gift_of_the_magi,raven,290,160,24399694,10059776
dp,gift_of_the_magi,raven,290,160,1137141,5541888
dpopt,gift_of_the_magi,raven,290,160,838708,5345280
memo,gift_of_the_magi,raven,290,170,23890982,10190848
dp,gift_of_the_magi,raven,290,170,1140778,5541888
dpopt,gift_of_the_magi,raven,290,170,950534,5345280
memo,gift_of_the_magi,raven,290,180,25114413,10452992
dp,gift_of_the_magi,raven,290,180,1195616,5541888
dpopt,gift_of_the_magi,raven,290,180,971704,5345280
memo,gift_of_the_magi,raven,290,190,27193021,10977280
dp,gift_of_the_magi,raven,290,190,1311163,5541888
dpopt,gift_of_the_magi,raven,290,190,1027483,5345280
memo,gift_of_the_magi,raven,290,200,28256772,11239424
dp,gift_of_the_magi,raven,290,200,1304006,5541888
dpopt,gift_of_the_magi,raven,290,200,1073047,5345280
memo,gift_of_the_magi,raven,290,210,29226245,11632640
dp,gift_of_the_magi,raven,290,210,1378399,5541888
dpopt,gift_of_the_magi,raven,290,210,1112343,5345280
memo,gift_of_the_magi,raven,290,220,30500965,11894784
dp,gift_of_the_magi,raven,290,220,1427038,5672960
dpopt,gift_of_the_magi,raven,290,220,1152889,5345280
memo,gift_of_the_magi,raven,290,230,32112719,12288000
dp,gift_of_the_magi,raven,290,230,1487971,5672960
dpopt,gift_of_the_magi,raven,290,230,1199417,5345280
memo,gift_of_the_magi,raven,290,240,32152671,12550144
dp,gift_of_the_magi,raven,290,240,1542130,5672960
dpopt,gift_of_the_magi,raven,290,240,1238684,5345280
memo,gift_of_the_magi,raven,290,250,35278126,13074432
dp,gift_of_the_magi,raven,290,250,1669788,5672960
dpopt,gift_of_the_magi,raven,290,250,1350433,5345280
memo,gift_of_the_magi,raven,290,260,39185423,13467648
dp,gift_of_the_magi,raven,290,260,1671527,5672960
dpopt,gift_of_the_magi,raven,290,260,1341167,5345280
memo,gift_of_the_magi,raven,290,270,39126098,13733888
dp,gift_of_the_magi,raven,290,270,1796194,5677056
dpopt,gift_of_the_magi,raven,290,270,1430016,5349376
memo,gift_of_the_magi,raven,290,280,42052932,14258176
dp,gift_of_the_magi,raven,290,280,1883779,5677056
dpopt,gift_of_the_magi,raven,290,280,1413139,5349376
memo,gift_of_the_magi,raven,290,290,45096338,14651392
dp,gift_of_the_magi,raven,290,290,2042115,5677056
dpopt,gift_of_the_magi,raven,290,290,1455695,5349376
memo,gift_of_the_magi,raven,290,300,43038359,14913536
dp,gift_of_the_magi,raven,290,300,1951711,5677056
dpopt,gift_of_the_magi,raven,290,300,1502163,5349376
memo,gift_of_the_magi,raven,300,10,1285502,5869568
dp,gift_of_the_magi,raven,300,10,141088,5349376
dpopt,gift_of_the_magi,raven,300,10,203693,5349376
memo,gift_of_the_magi,raven,300,20,2317743,6000640
dp,gift_of_the_magi,raven,300,20,203241,5349376
dpopt,gift_of_the_magi,raven,300,20,248869,5349376
memo,gift_of_the_magi,raven,300,30,3713217,6131712
dp,gift_of_the_magi,raven,300,30,294473,5349376
dpopt,gift_of_the_magi,raven,300,30,378475,5349376
memo,gift_of_the_magi,raven,300,40,6570452,6393856
dp,gift_of_the_magi,raven,300,40,346181,5349376
dpopt,gift_of_the_magi,raven,300,40,357122,5349376
memo,gift_of_the_magi,raven,300,50,7368853,6656000
dp,gift_of_the_magi,raven,300,50,477183,5349376
dpopt,gift_of_the_magi,raven,300,50,462253,5349376
memo,gift_of_the_magi,raven,300,60,8500085,6918144
dp,gift_of_the_magi,raven,300,60,516543,5349376
dpopt,gift_of_the_magi,raven,300,60,504070,5349376
memo,gift_of_the_magi,raven,300,70,10671427,7184384
dp,gift_of_the_magi,raven,300,70,550794,5419008
dpopt,gift_of_the_magi,raven,300,70,501235,5353472
memo,gift_of_the_magi,raven,300,80,12041268,7577600
dp,gift_of_the_magi,raven,300,80,604077,5419008
dpopt,gift_of_the_magi,raven,300,80,547805,5353472
memo,gift_of_the_magi,raven,300,90,12600821,7708672
dp,gift_of_the_magi,raven,300,90,732265,5419008
dpopt,gift_of_the_magi,raven,300,90,651050,5353472
memo,gift_of_the_magi,raven,300,100,14662160,8105984
dp,gift_of_the_magi,raven,300,100,775873,5554176
dpopt,gift_of_the_magi,raven,300,100,696882,5357568
memo,gift_of_the_magi,raven,300,110,15174983,8368128
dp,gift_of_the_magi,raven,300,110,813960,5554176
dpopt,gift_of_the_magi,raven,300,110,675628,5357568
memo,gift_of_the_magi,raven,300,120,16576512,8630272
dp,gift_of_the_magi,raven,300,120,907665,5554176
dpopt,gift_of_the_magi,raven,300,120,705650,5357568
memo,gift_of_the_magi,raven,300,130,20463794,9154560
dp,gift_of_the_magi,raven,300,130,968760,5554176
dpopt,gift_of_the_magi,raven,300,130,777950,5357568
memo,gift_of_the_magi,raven,300,140,21188067,9416704
dp,gift_of_the_magi,raven,300,140,1051669,5554176
dpopt,gift_of_the_magi,raven,300,140,958519,5357568
memo,gift_of_the_magi,raven,300,150,22976695,9809920
dp,gift_of_the_magi,raven,300,150,1057585,5554176
dpopt,gift_of_the_magi,raven,300,150,885938,5357568
memo,gift_of_the_magi,raven,300,160,24118233,10203136
dp,gift_of_the_magi,raven,300,160,1131500,5554176
dpopt,gift_of_the_magi,raven,300,160,929070,5357568
memo,gift_of_the_magi,raven,300,170,27045360,10465280
dp,gift_of_the_magi,raven,300,170,1266604,5554176
dpopt,gift_of_the_magi,raven,300,170,1035112,5357568
memo,gift_of_the_magi,raven,300,180,27175980,10731520
dp,gift_of_the_magi,raven,300,180,1294789,5558272
dpopt,gift_of_the_magi,raven,300,180,1009342,5361664
memo,gift_of_the_magi,raven,300,190,28368834,11255808
dp,gift_of_the_magi,raven,300,190,1360413,5558272
dpopt,gift_of_the_magi,raven,300,190,1060253,5361664
memo,gift_of_the_magi,raven,300,200,28568239,11517952
dp,gift_of_the_magi,raven,300,200,1556447,5558272
dpopt,gift_of_the_magi,raven,300,200,1183958,5361664
memo,gift_of_the_magi,raven,300,210,30582625,11911168
dp,gift_of_the_magi,raven,300,210,1431756,5689344
dpopt,gift_of_the_magi,raven,300,210,1140056,5361664
memo,gift_of_the_magi,raven,300,220,31698972,12173312
dp,gift_of_the_magi,raven,300,220,1540651,5689344
dpopt,gift_of_the_magi,raven,300,220,1195435,5361664
memo,gift_of_the_magi,raven,300,230,33012429,12566528
dp,gift_of_the_magi,raven,300,230,1610724,5689344
dpopt,gift_of_the_magi,raven,300,230,1238199,5361664
memo,gift_of_the_magi,raven,300,240,34877208,12828672
dp,gift_of_the_magi,raven,300,240,1636123,5689344
dpopt,gift_of_the_magi,raven,300,240,1278097,5361664
memo,gift_of_the_magi,raven,300,250,36310562,13615104
dp,gift_of_the_magi,raven,300,250,1714288,5689344
dpopt,gift_of_the_magi,raven,300,250,1338817,5361664
memo,gift_of_the_magi,raven,300,260,40104314,13877248
dp,gift_of_the_magi,raven,300,260,1775566,5689344
dpopt,gift_of_the_magi,raven,300,260,1448079,5361664
memo,gift_of_the_magi,raven,300,270,40530366,14139392
dp,gift_of_the_magi,raven,300,270,1815616,5689344
dpopt,gift_of_the_magi,raven,300,270,1495758,5361664
memo,gift_of_the_magi,raven,300,280,43909791,14663680
dp,gift_of_the_magi,raven,300,280,1884612,5689344
dpopt,gift_of_the_magi,raven,300,280,1488547,5361664
memo,gift_of_the_magi,raven,300,290,44203314,15060992
dp,gift_of_the_magi,raven,300,290,1934884,5693440
dpopt,gift_of_the_magi,raven,300,290,1525430,5365760
memo,gift_of_the_magi,raven,300,300,46017050,15454208
dp,gift_of_the_magi,raven,300,300,1963629,5693440
dpopt,gift_of_the_magi,raven,300,300,1545636,5365760
memo,gift_of_the_magi,raven,10,10,78780,5427200
dp,gift_of_the_magi,raven,10,10,25843,5365760
dpopt,gift_of_the_magi,raven,10,10,22492,5365760
memo,gift_of_the_magi,raven,10,20,123669,5427200
dp,gift_of_the_magi,raven,10,20,36364,5365760
dpopt,gift_of_the_magi,raven,10,20,31598,5365760
memo,gift_of_the_magi,raven,10,30,149788,5427200
dp,gift_of_the_magi,raven,10,30,33740,5365760
dpopt,gift_of_the_magi,raven,10,30,35514,5365760
memo,gift_of_the_magi,raven,10,40,191497,5427200
dp,gift_of_the_magi,raven,10,40,35506,5365760
dpopt,gift_of_the_magi,raven,10,40,42177,5365760
memo,gift_of_the_magi,raven,10,50,241170,5427200
dp,gift_of_the_magi,raven,10,50,41937,5365760
dpopt,gift_of_the_magi,raven,10,50,37789,5365760
memo,gift_of_the_magi,raven,10,60,263205,5427200
dp,gift_of_the_magi,raven,10,60,36408,5365760
dpopt,gift_of_the_magi,raven,10,60,32296,5365760
memo,gift_of_the_magi,raven,10,70,307958,5427200
dp,gift_of_the_magi,raven,10,70,44555,5365760
dpopt,gift_of_the_magi,raven,10,70,43008,5365760
memo,gift_of_the_magi,raven,10,80,347755,5427200
dp,gift_of_the_magi,raven,10,80,44117,5365760
dpopt,gift_of_the_magi,raven,10,80,43376,5365760
memo,gift_of_the_magi,raven,10,90,397639,5562368
dp,gift_of_the_magi,raven,10,90,55511,5369856
dpopt,gift_of_the_magi,raven,10,90,47212,5369856
memo,gift_of_the_magi,raven,10,100,462207,5431296
dp,gift_of_the_magi,raven,10,100,103244,5369856
dpopt,gift_of_the_magi,raven,10,100,48255,5369856
memo,gift_of_the_magi,raven,10,110,476754,5431296
dp,gift_of_the_magi,raven,10,110,65623,5369856
dpopt,gift_of_the_magi,raven,10,110,48284,5369856
memo,gift_of_the_magi,raven,10,120,439386,5562368
dp,gift_of_the_magi,raven,10,120,56060,5369856
dpopt,gift_of_the_magi,raven,10,120,50878,5369856
memo,gift_of_the_magi,raven,10,130,517412,5562368
dp,gift_of_the_magi,raven,10,130,64942,5369856
dpopt,gift_of_the_magi,raven,10,130,50835,5369856
memo,gift_of_the_magi,raven,10,140,556411,5562368
